author,comment,likes,published_at
@Aminuddin-k4w,"DENGAN NAMA ALLAH YG MAHA PENGASIH LAGI MAHA PENYAYANG
INDONESIA KAYA RAYA TANAH SUBUR 
SEMOGA RAKYAT BISA SEJAHTERA AMIN",0,2025-09-11T20:40:39Z
@Rehan-jv2zf,"Hukum mati, serahkan kepada rakyat biar kami yang menghabisinya",0,2025-09-10T23:49:03Z
@muhyidinmarjuni748,Ooo itu to makhluk-Nya rizakhalid,0,2025-09-09T10:42:33Z
@wiyonowiyono5721,DUWIK kabeh ta korupsi 285 trilyun iku,0,2025-09-08T05:39:17Z
@RosiEffendi-ko1ep,Kejar jangan sampai lolos jika perlu hukum mati demi rakyat Indonesia,0,2025-09-07T15:36:20Z
@SiskaTriedwin,Semoga semua sektor utama di kelola pemerintah lagi….bukan swasta,0,2025-09-06T14:12:19Z
@Kharajikuwilu,Gilaaa orang kaya,0,2025-09-05T23:45:57Z
@DJDd2243,"Cari dong kantornya Riza Chalid, buru dokumennya",0,2025-09-05T14:59:00Z
@achongghofur,Mukanya kok mirip Yaman yah?,0,2025-09-04T22:36:49Z
@Asmah1897Asmah,"jika  pun tak bisa  di penjara di dunia, tunggu lah nanti setelah kehidupan berikut nya, hukum Allah sangat Adil",1,2025-09-04T13:33:37Z
@sitihindun6427,Tinggal tito,0,2025-09-04T12:36:12Z
@donihermanto4295,Siapa yg menduga ? Isu apalagi ini,0,2025-09-04T12:15:12Z
@saroladenydon1121,Cari dan tangkap! Kalau perlu di miskinkan.,0,2025-09-04T08:34:48Z
@sangpemusnah5711,Ko percaya ke Riza Chalid kahwin dengan keturunan sultan? Muka dia pun hodoh nk kawin anak sultan,0,2025-09-04T07:43:20Z
@rustam5918,Orang2 terdekat Jokowi koruptor semua,0,2025-09-04T03:24:32Z
@Rusdi-g9b,Tangkap,0,2025-09-04T02:25:21Z
@DekaDK-f9t,pak Prabowo vs mafia. awas hati2 dimana ada perjuangan di situ ada londoireng Sengkuni si bajingan. Hai warga Pati piye kabare🤭,0,2025-09-04T02:00:37Z
@restubersama6582,Imigran ya...,0,2025-09-04T00:58:08Z
@pujasaskia,Makanya org Yaman jgn dikasih tempat  ...,0,2025-09-03T22:26:56Z
@KomariahKomariah-y8w,Tangkap orang Yaman ini,0,2025-09-03T18:47:08Z
@jajatmunajat254,Riza Chalid di periksa nya sama TNI saja supaya terang benderang,0,2025-09-03T17:49:16Z
@LuckyMan-j8r,"Waktu Mulyono berkuasa,rc dpt belingan dari Mulyono",0,2025-09-03T17:21:35Z
@BioButana,Sat set sat set . .ndang di kecrek ae.,0,2025-09-03T15:51:25Z
@SitiMaimunah-y5y,"Katanya indonesia punya tim khusus ,, cmk megang dia aja ngak bisa ,, percuma dong di bayar dan anggarannya besar Lo ngak bisa ,,",0,2025-09-03T15:51:24Z
@marianababan5114,Inilah yg mendanai capres Anis tangkap juga anus pura2 pahlawan kesiangan utk ojol nis...nis...,0,2025-09-03T15:41:53Z
@koploaja1238,Kturunan yaman ni kayaknya,0,2025-09-03T15:32:57Z
@blugbocah4947,Dia yg krupsi dan dia yg mendanai Anis,0,2025-09-03T15:20:22Z
@phandany5612,Presiden harus bentuk Tim khusus beranggotakan beberapa professional utk Bergerak menyelesaikan masalah ini,3,2025-09-03T14:43:17Z
@Suzuki-kf9v,Orang Yaman ya?,1,2025-09-03T14:28:14Z
@SusiMarlina-n8s,Pdhl dalangnya dpr kok nuduh org lain malah belok. Jelas2 dpr yg bikin ulah,0,2025-09-03T14:07:25Z
@amrisihombing603,"Kadrun menguasai Konoha.. aneh aneh .. 
Akibat asli NKRI semua bisa di atur pakai duit",0,2025-09-03T13:57:10Z
@AnangIndrawanto,❤❤❤ SETUJU....... SEJAK AWAL SAYA SUDAH CURIGA..... KARENA KORUPTOR KELAS KAKAP.... tapi dia tidak sendiri.... Melainkan ada KAKI TANGANnya yg ada di INDONESIA..... ini harus di ungkapkan SIAP SIAP MEREKA 😂😂😂😂😂😂❤❤❤❤❤❤❤❤❤❤❤❤❤,2,2025-09-03T13:52:18Z
@bocahnggunung2622,"Orang yg sangat Kuat Beking nya ini, Selama ini sulit DI SENGGOL. bahkan waktu Presiden Jokowi Mantu, Beliau ini mendapatkan Undangan VVIP.....

BUKTIKAN HUKUM BERJALAN DI NEGERI INI",3,2025-09-03T13:03:20Z
@YantoBasna-c1u,Opo iyo,1,2025-09-03T13:03:09Z
@DesemTolu,Halooo.....rakyat Indonesia kalau mau njarah tu rumahnya si rizal ini habisin barangnya jg boleh,0,2025-09-03T12:36:04Z
@zulyanto4555,Dipnjara dpt abolsi dr presiden😅,0,2025-09-03T08:37:30Z
@khairulnurdin9032,Apa kapolri berani????,1,2025-09-03T08:12:39Z
@Widhiyantoyanto,"Bukan pengusaha,tapi maling",0,2025-09-03T07:55:12Z
@hippiesvillage7182,"Dia juga otak pembunuhan kepala cabang bank, dan pegawai menlu..",0,2025-09-03T07:49:53Z
@jokopriono6621,"apa susah Nya Nangkap orang Ini, kalau benar tangkap gunakan Pasukan.",0,2025-09-03T05:41:33Z
@ZainalAbidin-o3g,"Nanti seandainya tertangkap juga nggak bakalan dipenjara,  jikapun dipenjara juga paling dihukum 1 tahun, trus saat menjalani hukuman 3 bulan akan dibebaskan dgn alasan berkelakuan baik. Lagu lama.",3,2025-09-03T05:39:40Z
@NinoZrr-l4x,"Yg mau menggulingkan pemerintahan bapak prabowo yaa...
Allah maha melindungi...
Semangatt bapak presiden...mematahkan orang orang yg korupsi..
Sehat barakallah rakyat Indonesia..",5,2025-09-03T05:26:53Z
@stiyw,"Se.  Orang.   Pengusaja,     dari.  Dalem.    Lobang Tikus  Got.
Rakyat miskin.   Yg seperti.   Saya,   pribadi  jadi :   RAKYAT  JELATA.       Klo.   Di.  Kasih.      Peluang  /  kesempatan.  Juga,   bisa jadi :       PENG USAHA.             Kan.   Krn.    Rakyat Miskin / Rakyat Jelata.     Seperti.   Saya ini.      Nggak.  Di.   Kasih  :     Peluang  SamA  Nggak.   Di. Kasih.   Kesempatan.      Inti nya :      *  yg di.   Kasih  Peluang  &   yg  di. Kasih.    Kesempatan. itu  Lagi  -  itu  Lagi  Orang  -  Orang  nya -     Ruang.    Lingkup.    Circle Pertemanan nya,    AjA   yg di beri   waktu  & di.  Beri  jatah  .
.Dasar  Sinting  .......        mikir  ....
    Ya,     Sinting. ......................      mikir.
.",0,2025-09-03T05:21:36Z
@egz369rafli,Mukanya aja serem,0,2025-09-03T05:05:27Z
@hendisihombing817,"Hati2 dengan semua orang Kaya di Negeri ini.. Kalau Pemerintah tidak Membatasi dan Mengendalikan Orang-orang Kaya Negeri ini, Maka Pasti Orang Kaya2 Tersebut akan Mengendalikan Negara ini...
Contoh itu Cina.. semua Dikendalikan oleh Pemerintah untuk Kemajuan dan Kesejahteraan Rakyatnya..",8,2025-09-03T05:03:40Z
@tripramudyawati-tz9ki,"Wajahnya Menyeramkan ,garang 😮",0,2025-09-03T04:11:27Z
@nurindah2657,MEMANG RIZA KHALID YG KORUPSI..,0,2025-09-03T03:31:45Z
@radenhasudungansitungkir9515,"Dia menunggangi demo, roy suryo cs, rizie cs dan anak2 abah tunggangin demo sehingga rusuh' mereka di biayai riza chalid.",0,2025-09-03T03:30:38Z
@ervinaervina100,"""Kalau memang benar"" dia yang mendanai dan otak dari pelaku kerusuhan bawa pulang ke Indonesia. Berikan hukum maksimal",3,2025-09-03T03:03:53Z
@IKATANPENDIDIKNUSANTARA,"Rakyat dibilang antek Riza Khalid, ga ada gawe",0,2025-09-03T02:23:43Z
@Doyo0838-o9t,Ada keberanian gak penguasa/pemerintah.dari jaman dulu cuman omon omon doang. Tegakkan Undang Undang bukan menegakkan uud(ujung ujungnya damai/duit/dodol)😥😨😴😢,1,2025-09-03T02:11:38Z
@AF-ug4ji,"Riza chalid dan oknum2 pemerintah berkolaborasi, enak aja oknum2 pemerintah mau kambing hitamkan riza chalid doang. Dua2 nya lah 😂",12,2025-09-03T01:58:36Z
@FerdyantoCunong-j9u,Perlu investigasi yang dalam dan akurat agar bisa di bawa ke Pengadilan .......kalau memang ada bukti bukti kuat dan terang.,4,2025-09-03T01:54:11Z
@tommyariantoleleulya5196,Asetnya & Uangnya belum di blokir negara... emang di dalam pemerintahan tdk ada orang dia ??? Yakini saja info dr orang percaya mu pak prabowo,1,2025-09-03T01:13:03Z
@Editom76,Katanya punya jet pribadi yang pernah dipinjam capres 2024?,3,2025-09-03T00:37:39Z
@badrimanu2468,Reza Chaled wajahnya mirip Abu Jahal atau Abu Lahab yg tamak rakus serta jahat,0,2025-09-03T00:27:52Z
@koperasilmbbatang8430,Geng yemen,0,2025-09-03T00:16:54Z
@MedanMerdeka-g5h,"Akhirnya pemerintah mengkambing hitamkan seseorang yang blm jelas titik terangnya.
Jangan cepat2 menuduh seseorang,se blm ada bukti.
Rakyat demo murni,atas ketidak adilan dan karena pelecehan terhadap rakyat.
Bukan muntut kekayaan.
Awalnya kan dgn damai.
Karena ber - hari2 tak digubris ,tak direspon,malah JALAN2 keluar negri menghabiskan uang negara.
AANARKIS timbul karena adanya rasa kesal.",8,2025-09-02T23:42:58Z
@lesmanaindra547,Kok mirip Mr bean yaa / perasaan ku aj,0,2025-09-02T23:39:27Z
@SupriYanto-lz1wb,"Sangat² tidak percaya,,, 
Cuma cari kambing hitam dan pengalihan issue 😂",1,2025-09-02T23:29:53Z
@tansarta4943,Antek yaman,1,2025-09-02T23:14:13Z
@dhitachandra7534,La ini mlh aman rumah nya😂,0,2025-09-02T22:57:04Z
@awigenamastu-q1l,"Ga ada hubunganya sama si rizal. Emg rakyat udah muak berawal dari pajak yg gila2an (pajak pbb naik, medsos mau dipajak, umkm mau dipajak, toko online mau dipajak, ppn naik, amplop udangan mau dipajak, royalty, pajak kendaraan naik) trs demo awal dipati, lanjut tunjangan dpr yg naik trs joged2, yg terakhir udah muak si sahroni ngatain rakyat tolol",0,2025-09-02T18:45:23Z
@BayuRiyanto-u2m,"Ada yg bilang si riza calik mafia kelas kakap, katanya kebal hukum, ya iyalah kebal hukum, kan banyak duitnya,, kaya gk tau aja gimana Indonesia, duit duit yg berkuasa, semoga pak prabowo beserta rakyat Indonesia bisa binasakan",5,2025-09-02T18:11:59Z
@DangGene,Take your guy before chased out by folk here. We dont need him,0,2025-09-02T16:19:15Z
@channelanakkecil192,9 naga bukan wkwkwkwk,0,2025-09-02T16:17:36Z
@DavikTias,Umur dh hampir 70 ditunggu saja😅,3,2025-09-02T16:12:34Z
@MakassarMks-o1g,Alasan aja pemerintah ini ngak pecus malah cari kambing hitam,1,2025-09-02T16:02:15Z
@LinggaLingga-n8d,Wajahnya mirip orang yaman,0,2025-09-02T15:50:44Z
@izaaknoorasmara84,Justru presiden Jokowi yg berani memutus rantai bisnisnya,6,2025-09-02T15:49:27Z
@urangsunda3244,Udah mafia dari zaman Pa Harto,1,2025-09-02T15:38:32Z
@sripurwaningsih2489,Sita asetnya jgn cuma koar2 doank,0,2025-09-02T15:13:14Z
@irwanbukhorimuslim4448,"Riza Khalid terlibat kasus korupsi
Demo minta perampasan aset untuk koruptor

Masa dia mendanai kegiatan demo yang tuntutannya dapat merugikan kasus yang terlibat kepada dirinya??

Lucu logika pengelihan issue nya
Cari kambing hitam untuk konsumsi publik
Agar tuntutan rakyat tetap terabaikan.",5,2025-09-02T15:09:20Z
@yanuitapratiwi,"Orang yg bergerak dalam kegelapan, tapi sepak terjang nya sangat terang benderang.",7,2025-09-02T14:47:44Z
@Purnomo-tk9pq,Pemerintah hanya pura2 pd kena semuanya pejabat ini sampai triliunan korupsinya ampun2 pajak dinaikan rakyat sengsara koruptor dibiarkan,1,2025-09-02T14:21:14Z
@imangarmana690,Gaduh dibuat sendiri yg jadi kambing hitam org lain ..lagu lama,0,2025-09-02T13:17:40Z
@iwanmuhammadkoba0210,Kita dukung bapak presiden Prabowo Subianto presiden RI buat menangkap nya n Krn kesombongan nya akan hancur oleh Allah AZZA WA JALLA.,0,2025-09-02T12:22:12Z
@iwanmuhammadkoba0210,Tangkap deportasi dia ini ad di Singapura.  Merugikan negara ratusan  triliun..shg smua yg terlibat sikat habis ..pak Prabowo Subianto presiden RI tegas menyatakan perang dng para koruptor,2,2025-09-02T12:21:23Z
@nurkomari9789,Keturunan,1,2025-09-02T11:49:05Z
@Aariyaz_Aayuz,*_RIZA CHALID AURANYA SEPERTI DEMIT YA?_*,4,2025-09-02T11:05:29Z
@ardibetulsekalibos9106,Wih mukanya ud kya fir'aun,2,2025-09-02T10:41:43Z
@srisundari1448,"Harusnya orang ini yang ditangkap ...ini orang kan koruptor . Lha dia kok bisa kabur? Pemerintah sering terlambat untuk menangkap orang yang licik dan licin ini. 
Para koruptor kabur dengan cepat ke luar negeri.",4,2025-09-02T09:41:11Z
@Cakboedy,"285 T buat nutupin kerugian akibat demo kemaren sisanya masih banyak,,,,",1,2025-09-02T09:39:49Z
@RoupUrohim-w3u,KL memang benar dia dalangnya tangkap dong,0,2025-09-02T09:26:30Z
@suryayana4004,Semoga cepat d tangkap dn bernyanyi siapa saja yg menerima aliran uwang haram harus d tangkap juga ayo segera tangkap,0,2025-09-02T09:20:03Z
@kariemsyauqi984,gak yakin bisa diseret ke pengadilan. Kalau dia tahu banyak kartu AS para pejabat... banyak aib nasional bisa terbongkar. cuma prediksi aja.,7,2025-09-02T09:02:51Z
@GaranganLokal,Saking Bingung dan Masih Berambisinya Listio sigit pada Jabatan...kini malah cari Korban untuk di Kambing Hitamkan,0,2025-09-02T09:00:26Z
@inspirasitanparugi,Kelompok SATANIC😢,2,2025-09-02T08:42:52Z
@wendoyofficial,Gimana gak kaya raya di era Jokowi bisnisnya terkoneksi dgn pemerintahan,1,2025-09-02T08:38:32Z
@eddyrachmat5752,Ini koleganya setyo novanto waktu papa minta saham freeport,19,2025-09-02T07:36:19Z
@gembelmantulchannel6531,Termasuk aniskahh,2,2025-09-02T07:14:29Z
@pieyuganesha7080,Kambing hitamin orang.udah tau pejabat nya bikin sakit hati rakyat.,1,2025-09-02T07:08:45Z
@TulangDimar-t9u,Tangkap dong segera biar ketahuan semua korupsi dan jet pribadi kemarin.kenakan pasal TPPU biar semua kena gerombolannya sita harta ya buat negara dan siapa saja yg kebagian juga masukin ke penjara maksimum di nusa kambangan .,7,2025-09-02T06:57:05Z
@alfa_f77,"Mana mungkin berani kapolri nangkap Riza Chalid, bisanya hanya nangkap pendemo",3,2025-09-02T06:46:03Z
@dani-c3c1r,Tangkap pak kapolri tumanlah bikin rusak negara saja,1,2025-09-02T06:44:39Z
@MukminMuallaf,??????,1,2025-09-02T06:38:49Z
@samboy2727,Ini pengusaha Asal Yaman,3,2025-09-02T06:24:55Z
@ekanugraha4448,kata nya pak kumis kemarin pihak asing??,1,2025-09-02T05:14:05Z
@ardillah7,JANGAN PERCAYA. MEREKA SEDANG MENG KAMBING HITAMKAN INDIVIDU YANG TAK MAU BERPIHAK KEPADA KUBU GIBRAN JOKODOK DAN  SIGIT KAPOLRI  ANJINGG ITU ADALAH ANTEK JOKODOK . MARI RAKYAT CERDASLAH,0,2025-09-02T04:36:22Z
@diansari9023,"JEJAK Digital SAHRONI WAKIL DPR RI
Adalah
DARI  SUPIR BIASA
HINGGA BELAJAR BISNIS SETELAH JADI ASISTEN PRIBADI SEORANG JENDRAL
YG KEMUDIAN MENJADI BPK MERTUANYA
LALU DR SANA 
AHMAD SAHRONI
MEMIIKI WARISAN  KEKAYAAN DR MANTAN MERTUA PENGUSAHA TERKAYA Perusahaan MIGAS

DARI MANTAN  ISTRI PERTAMA

YG  Belum TAU
BURUAN LIHAT  Sebelum
POTCASYT TSB  DI HAPUS
 DI  YOUTUBE
ADA PENJELASAN PANJANGNYA

JANGAN JANGAN
ADA HUBUNGAN BISNISNYA
ANTARA AHMAD  SAHRONI 
DENGAN  BBOSNIS BISNIS MIGAS
DI DALAM FLASH DISC 
YG HILANG AKIBAT  DI JARAH PENDEMO😱😱😱",0,2025-09-02T04:27:22Z
@MameyBuntu,Dari zaman SBY - Jokowi ini manusia gak tersentuh hukum.,2,2025-09-02T03:49:27Z
@merdek4792,Riza Chalid biang kerok kerusuhan di Indonesia.,0,2025-09-02T03:22:42Z
@selowcoy,"GAK PERLU. KAMBING HITAM SI A SI B SI C. TENGOK KONDISI SOSIAL,EKONOMI,HUKUM. BENAHI. BERES.",1,2025-09-02T03:16:42Z
@sripriyono2344,Kalau bener ya kita bales bos dia punya kel di sini dasar mafia iki,2,2025-09-02T01:44:42Z
@baimbaim6464,Geng Yaman bermain,4,2025-09-02T01:31:42Z
@MuhamadHasan-d8p,Ketuurunan yaman di indonesia tunggu pembalasan pribumi nusantara,0,2025-09-02T01:31:40Z
@HioEdwar-i7o,"Dimana logikanya dia buron koruptor bisa mendukung pendemo, sedangkan rakyat yang demo meminta DPR mengesahkan UUD Perampasan aset dan hukuman mati untuk koruptor, senjata makan tuan dong si Riza, jgan laah pemerintah mencari alasan bahwa Indonesia ini baik saja, padahal sebenarnya rakyat sudah muak dengan kebijakan presiden dan DPR yang selalu menyengsarakan rakyat Indonesia.seharusnya pejabat pemerintah introspeksi diri bukan selalu mencari alasan.",12,2025-09-02T01:30:48Z
@Tio67-fo6nq,Makanya wowo segerakan dan desak dpr mengesahkan uu perampasan aset..,10,2025-09-02T01:27:16Z
@EmbulMilo,HABIB ANZING,3,2025-09-02T01:16:19Z
@ingintaubatt,Kalau memang benar.... segera tangkap,6,2025-09-02T00:57:42Z
@UnimopigaiNimoxc,tikus2 di Republik Indonesia elit pejabat yng kuropsi hrus eksekusi mati supaya sebgai  kedepnya jngn korupsi  lagi,0,2025-10-24T08:53:30Z
@marsimkasan1452,Proses juga kejaksaan nya bisa jadi kerjasama dengan nya,0,2025-10-22T12:52:41Z
@marsimkasan1452,Bajingan semua harus nya di hukum mati aja karena SDH merugikan negara dn menyusahkan rakyat  hukum mati itu,0,2025-10-22T12:50:32Z
@cingur7873,Mana gimana kabar uu anti korupsi kok adem aja ya 😂😂😂 kalah sama kabar dari spak terjang mentri baru😅😅😅,0,2025-10-16T00:35:20Z
@henryharjanto,Pertamina Bajingan,0,2025-10-15T00:06:32Z
@MTawan-x4k,Hukum mati segera tegakan sudah membunuh rakyat yang kelaparan. siapkan rugu tembak,0,2025-10-14T05:38:15Z
@SemBeay-v5r,"❤Poltik membunuh karakter perampasan hak milik benar jdi Salah sebaliknya, Poltik hukum mmbunuh secara fisik dramatis mengorbankn  rakyat Karna ulah pihak elit pejabat bersekongkol kerja sama.",0,2025-10-14T00:27:25Z
@dekkirmu,Bagus kalo anaknya dikasih SEUMUR HIDUP,0,2025-10-13T23:35:37Z
@AbdulKadir-qf5ht,"Indonesia ni  kebayakan  kisah,Ahir nya nihil",0,2025-10-13T08:15:12Z
@AbdulKadir-qf5ht,Hukum mati lakukan satu dua dataranya. AP lgi ketahuan belang3 nya tunggu apa lgi.,0,2025-10-13T08:12:19Z
@Mas.Gitz.Chanel,Masih hebat silvester,0,2025-10-13T07:10:33Z
@martinhalawa2135,KONSPIRASI,0,2025-10-12T00:51:33Z
@AbdulMalik-v7r8p,Mantap uangnya banyak.jemput paksa sama penegak hukum.,0,2025-10-11T17:03:51Z
@MuhamadNuh-p5h,TURUNKAN HSRGA BBM RSKYAT INI JENIS PERTALEIT 50 % / PERLITER NYA. BIAR RAKYAT SEJAHTERA SECARA PER ECONOMIAN UMKM NYA.,0,2025-10-11T15:07:53Z
@AndiEmy-s6e,Demi rakyat pak persiden pasti optimis dan fokus pada komitmennya sebab beliau  seorang tegas dan berani penuh tanggung jawab  pada masyarakatnya,0,2025-10-11T05:41:42Z
@NikuDimus-ir2gm,Media TV lainnya masih suka memoles berita,0,2025-10-11T01:56:52Z
@YusufRizal-g1z,"pejabat yang merakyat
mungkin bisa dimulai dari sepiring singkong rebus jeung kofi hideung supaya pikiran jernih dan membuat insyap mereka hadeuuuuh",0,2025-10-10T22:47:33Z
@RoHadi-d6w,"Koruptor duri didalam daging,dan juga mendarah daging ,harus ada ahli yang mampu mengatasinya",0,2025-10-10T07:27:21Z
@RoHadi-d6w,"Koruptor duri didalam daging,dan juga mendarah daging ,harus ada ahli yang mampu mengatasinya",0,2025-10-10T07:27:12Z
@UwenWen-b3c,Kasus besar tapi tdk di tahan pasti di siap yakin,0,2025-10-10T06:24:10Z
@UwenWen-b3c,Masalah kasus besar susah tertangkap karna kpk Jaksa  hakim bisa siap para koruptor,0,2025-10-10T06:19:28Z
@AnisahLee-ux7yl,Sekarang kabur nanti klo 5 tahun prabowo sudah tidak menjabat rizal calid datang lg,0,2025-10-08T22:07:48Z
@AnisahLee-ux7yl,Rizal calid bisa dijemput ke singapore  klo dibiarkn lolos bisa jd dia 5 thn kemudia balik lagi keindonesia gabung lg sama para pekerja baru dikikang minyak,1,2025-10-08T22:06:31Z
@WabinaSingarimbun,Kita terkadang tidak sadar bahwa semua ada batasnyabatasnya ada tanjakan pasti ada menurunnya,0,2025-10-08T05:20:08Z
@bonaharmin,Cerdas,0,2025-10-08T03:11:45Z
@RayandipoAndipo,SI REZA CHALID WAJIB DI PECAHHIN K3P4LANYA AGAR RAKYAT TAU APA ISI KEPALA SI REZA CHALID,0,2025-10-08T00:07:46Z
@TalipLio,Apapun bisa intinya bagi duit  maka yang tepat hukum mati,0,2025-10-07T15:56:59Z
@urmicgidma,Kejar riczak halik sampai ke lobang tikus😂 biar kapok dia,0,2025-10-07T05:01:42Z
@JuhudMaulana-z6e,yg lebih muzarab RUU Perampasan aset segera di sahkan .itu kata kun inya.kalau  hanya banya cerita malah yg ada korupsi  malah  meraja rela,0,2025-10-07T04:28:49Z
@JuhudMaulana-z6e,"kerna ada main .antara penegak hukum sm.ridwan halid .kami rakyat indonesia untuk penegak hukum jgn omon "" siapapun yg bemain di pertambangan minyak segera di hukum seberat beratnya .kalu bisa di hukum mati",3,2025-10-07T04:01:05Z
@Ridwannala65,"ancam hukum mati anaknya, pasti dia pulang.",0,2025-10-07T03:30:00Z
@HariPurwanto-g3r,RIZA KHALID DI UMPETIN SAMA KRONI KRONINYA 😂😂😂MASYARAKAT DIBODOHIN TERUUUUUS😂😂😂UJUNG UJUNG  lolos lolos bahkan SENGAJA ADA YG NGUMPETIN😂😂😂,0,2025-10-06T23:23:42Z
@aguspribadiono3322,"Pertamina, sejak lama selalu gagal diungkap, kali ini tak boleh gagal, rakyat beli.munyak terlalu mahal datlrinpertamina",0,2025-10-06T11:35:19Z
@MuhamadSudarsono-w8k,Ini lah permainan Pejabat. Masah Nakap Biyang. Koruptor. Aja selalu Alasan. Kaburla Tetek bengek Modus.,0,2025-10-06T06:03:12Z
@Daryono-m7u,Kok negara takut sama oknum.bebrapa orang. Kaya. Coba waktu di jajah mampu gk itu manusia manusia rakus ngusir penjajah,0,2025-10-04T11:52:57Z
@EhyJe,Nepalkan dia,0,2025-09-29T16:09:51Z
@asmirhutauruk1654,"Mana mungkin ditanhkap, brani ngk???😂😂",0,2025-09-28T01:59:07Z
@SastraminangMinang,Gak akan bisa di rantas karna mafia di li dunggi sama aparat,0,2025-09-23T19:58:31Z
@DhenisIhwan,"SITA ASETNYA KRMBALIIKAN KERAKYAT,,, PK BOS",0,2025-09-23T10:21:27Z
@DaiLo_888,"Semua juga tahu, godfather nya mau di ganti kroni dan keluarganya 😂😂  , konyol negara ini koplak 2030 bubarrr 😂😂",1,2025-09-23T06:01:14Z
@Nuraini-n8k3o,Kotak pandora sdh dibuka tinggal bagaimana cara mengeksekusinya apa diback up oleh partai politik rakyat perlu tau,1,2025-09-21T05:28:49Z
@Nuraini-n8k3o,Dimana mana marak korupsi di Indonesia matap P Prabowo kejar terus koruptor tanpa pandang bulu termasu di beacukai rakyat dibelakangmu,0,2025-09-21T05:00:55Z
@Sugiyantosugiyanto-u3s,"SUDAH GAJI BESAR MASIH JADI MALING UANG RAKYAT, SERAKAH, TAMAK DAN RAKUS",0,2025-09-18T16:25:23Z
@Nasril-o4c,Kalau saya menilai said Didu yg berani membicarakan korupsi pertamina,0,2025-09-17T13:10:36Z
@NKRI748,"sepanjang koruptor di indonesia tidak ditembak dan sita harta, korupsi akan teta subur",1,2025-09-17T06:39:15Z
@SidikMuhammad-o8g,"Segera di tangkap jangan sampai lolos""",0,2025-09-17T05:43:02Z
@RiantoSimanullang-i4y,"Apa dia ada melindungi,? Kok lolos,mungkin ada oknim yg melindungi",0,2025-09-16T15:55:42Z
@amerthadanu2525,stop sebut raja minyak dan semua titel hebat lainnya. cukup pencuri minyak dan kriminal bejat saja!,0,2025-09-13T03:44:10Z
@AlitSuardana-u3c7n,Situmorang ini mntah KPK GK bertaring dlu,0,2025-09-09T23:00:26Z
@Basarudin-d7h,Jangan suka ngumbar omongan aja negara kita negara hukum lapor kan ke yg berwajib tahan penjara kan biar aman,0,2025-07-25T12:43:33Z
@kusenaluminiumwindowhome,Ok narok dulu uang aset ke singapura dulu,0,2025-07-25T06:14:28Z
@mnurnur-k1d,di suruh kabur dulu Baru di proses begitulah Indonesia,0,2025-07-25T04:26:07Z
@Noviar-fb5lw,Dulu dimana kok sekarang pada ngomong,0,2025-07-25T04:20:45Z
@wawanroswandi4645,Tong ngomong indonesiaa maju moal maju ieuh moall,0,2025-07-23T12:05:59Z
@hendisurantono3647,Dihukum mati koruptor minyak oplosan negara rugi besar demi negara,0,2025-07-23T07:34:56Z
@Wijianto-g3y,Ada udang di balik migas,0,2025-07-23T03:13:24Z
@jaka-yx7bk,Dor tambak linta linta negara jangan di kasi ampun,0,2025-07-21T00:51:55Z
@subhandanu8272,Andai ndak ada korupsi tiap rakyat pasti makmur dan dapat gaji tanpa kerja.,0,2025-07-20T08:05:42Z
@BuhadiRusmianah,Gaspol negara ini bersih dari mafia2 berdasi bravo pak prabowo,1,2025-07-20T04:16:14Z
@Wayansuwena-pf2zs,Koruptor mafia aparat pasti di hukum ringan bahkan bisa bebas dari jeratan hukum (mahluk tersebut mampu membeli hukum),1,2025-07-20T02:36:41Z
@Taqim-e2m,Ha ha itu dah lama th tp hukum k beli 😊😊😊,0,2025-07-19T02:26:41Z
@wassnnoo2023,Korusi besar hTus hukum mAti!!,0,2025-07-18T21:00:35Z
@BE_217_AN,❤ & informative,0,2025-07-18T16:06:56Z
@EnjoyAman-c5u,Terlalalu banyak omong yg jelas banyak pejabatnya ikut makan gombal,0,2025-07-18T14:38:31Z
@JAKABARU-fw8dk,Di pastikan RIZA KHALID sedang sakit. Kemungkinan besar beliau akan berada di kursi roda. Menurut analisa kami beliau mengalami stroke. lumpuh. Dan mengalami gangguan lupa ingatan 😂😂😂,0,2025-07-18T11:32:09Z
@koruptorkoksakti9120,😮😊,0,2025-07-18T11:04:15Z
@duliduli7909,Rampas semua asetnya biar kapok hukum seumur hidup tanpa pengacara,3,2025-07-18T06:39:21Z
@mujomuhammadjabyatim,"Jaksa kaga benar juga, Rizal Khalid disuruh kabur duluan, sekarang sudah kabur baru ditetapkan sebagai tersangka 💋💋",0,2025-07-18T04:36:33Z
@andrasakra201,Lihat saja besok kalau pun bisa di tangkap hukumannya pasti ringan,0,2025-07-17T19:02:19Z
@abi.subhan,Dari tampilan wajahnya bengis mafioso banget,0,2025-07-17T13:37:37Z
@jokosuyanto7896,"Hukum mati para mafia2 migas dan mafia2 lain nya. 
Mereka semua tdk layak hidup dibumi nusantara!!!",0,2025-07-17T13:02:03Z
@Marcianoarimatea-g7f,"Nara sumber yang namanya Agus ini siapa, dalam terkait kasus ini apa hubungannya, sudah tau semuanya variable cost nya (di MARK UP. Mohon TV jangan mengundang orang seperti ini jangan di undang ya, jauh dari standart.",0,2025-07-17T12:17:12Z
